data,hora,data_hora,ano,mes,dia_semana,hora_dia,periodo_dia,uf,municipio,regiao_grande_vitoria,rodovia,rodovia_label,km,latitude,longitude,causa,tipo_acidente,classificacao,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,mortos,feridos_graves,feridos_leves,feridos,ilesos,ignorados,veiculos,pessoas,regional,delegacia,uop,risco_alto,nivel_risco
2025-09-24,10:17,2025-09-24 10:17:00,2025.0,9.0,quarta,10.0,manha,ES,LINHARES,False,101.0,BR-101,165.9,-19.46330275,-40.10644309,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,1,fatal
2025-09-24,13:15,2025-09-24 13:15:00,2025.0,9.0,quarta,13.0,tarde,ES,IBIRACU,False,101.0,BR-101,219.0,-19.865543,-40.384145,Reação tardia ou ineficiente do condutor,Engavetamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Curva,Não,0.0,1.0,0.0,1.0,3.0,3.0,7.0,5.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,1,grave
2025-09-24,16:15,2025-09-24 16:15:00,2025.0,9.0,quarta,16.0,tarde,ES,SERRA,True,101.0,BR-101,264.0,-20.17761881,-40.26561141,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Sim,0.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,1,grave
2025-09-25,10:00,2025-09-25 10:00:00,2025.0,9.0,quinta,10.0,manha,ES,CONCEICAO DA BARRA,False,101.0,BR-101,31.5,-18.42513,-39.935153,Entrada inopinada do pedestre,Atropelamento de Pedestre,Com Vítimas Fatais,Pleno dia,Decrescente,Nublado,Simples,Aclive;Reta,Não,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,1,fatal
2025-09-25,17:00,2025-09-25 17:00:00,2025.0,9.0,quinta,17.0,tarde,ES,CARIACICA,True,101.0,BR-101,292.7,-20.31286567,-40.39578438,Ausência de reação do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Sim,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,1,grave
2025-09-25,18:20,2025-09-25 18:20:00,2025.0,9.0,quinta,18.0,noite,ES,LINHARES,False,101.0,BR-101,168.5,-19.533991,-40.157091,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,1,grave
2025-09-26,05:30,2025-09-26 05:30:00,2025.0,9.0,sexta,5.0,madrugada,ES,LINHARES,False,101.0,BR-101,150.8,-19.40713843,-40.06399202,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Simples,Interseção de Vias;Declive;Curva,Sim,0.0,0.0,5.0,5.0,2.0,1.0,3.0,8.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,0,moderado
2025-09-26,10:20,2025-09-26 10:20:00,2025.0,9.0,sexta,10.0,manha,ES,VIANA,True,101.0,BR-101,302.6,-20.373942,-40.442633,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,Sim,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,moderado
2025-09-27,00:50,2025-09-27 00:50:00,2025.0,9.0,sabado,0.0,madrugada,ES,DOMINGOS MARTINS,False,262.0,BR-262,29.0,-20.37443514,-40.55961541,Velocidade Incompatível,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva;Declive,Não,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,moderado
2025-09-28,16:05,2025-09-28 16:05:00,2025.0,9.0,domingo,16.0,tarde,ES,IBIRACU,False,101.0,BR-101,226.0,-19.8788865,-40.4168977,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,0.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-09-29,06:09,2025-09-29 06:09:00,2025.0,9.0,segunda,6.0,manha,ES,CARIACICA,True,101.0,BR-101,290.0,-20.29395873,-40.39376736,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Declive;Retorno Regulamentado,Sim,0.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,1,grave
2025-09-29,07:15,2025-09-29 07:15:00,2025.0,9.0,segunda,7.0,manha,ES,COLATINA,False,259.0,BR-259,58.0,-19.52219219,-40.66779166,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Reta;Interseção de Vias;Aclive,Sim,0.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-09-29,08:00,2025-09-29 08:00:00,2025.0,9.0,segunda,8.0,manha,ES,SAO MATEUS,False,101.0,BR-101,73.3,-18.773282,-39.870367,Manobra de mudança de faixa,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,0,moderado
2025-09-30,07:15,2025-09-30 07:15:00,2025.0,9.0,terca,7.0,manha,ES,IBATIBA,False,262.0,BR-262,174.1,-20.26881354,-41.61078701,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Reta;Declive,Não,0.0,1.0,3.0,4.0,0.0,2.0,5.0,6.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,1,grave
2025-09-30,17:20,2025-09-30 17:20:00,2025.0,9.0,terca,17.0,tarde,ES,SERRA,True,101.0,BR-101,270.4,-20.22775153,-40.27125986,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Múltipla,Reta,Sim,0.0,2.0,1.0,3.0,2.0,0.0,4.0,5.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,1,grave
2025-10-01,03:56,2025-10-01 03:56:00,2025.0,10.0,quarta,3.0,madrugada,ES,JOAO NEIVA,False,259.0,BR-259,8.7,-19.67789667,-40.39893866,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Curva;Aclive,Não,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-01,15:15,2025-10-01 15:15:00,2025.0,10.0,quarta,15.0,tarde,ES,ANCHIETA,False,101.0,BR-101,368.7,-20.75592733,-40.75614151,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Simples,Aclive;Curva,Não,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,0,moderado
2025-10-02,06:50,2025-10-02 06:50:00,2025.0,10.0,quinta,6.0,manha,ES,VIANA,True,262.0,BR-262,30.0,-20.38371,-40.50002,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Curva;Declive,Não,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,baixo
2025-10-02,10:14,2025-10-02 10:14:00,2025.0,10.0,quinta,10.0,manha,ES,SERRA,True,101.0,BR-101,245.3,-20.05802466,-40.3791068,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Em Obras,Não,0.0,0.0,3.0,3.0,1.0,0.0,2.0,4.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-03,07:00,2025-10-03 07:00:00,2025.0,10.0,sexta,7.0,manha,ES,CARIACICA,True,101.0,BR-101,290.3,-20.292215,-40.3921267,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Reta,Sim,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,moderado
2025-08-14,19:45,2025-08-14 19:45:00,2025.0,8.0,quinta,19.0,noite,ES,SERRA,True,101.0,BR-101,264.6,-20.17860167,-40.26508333,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,Sim,0.0,0.0,1.0,1.0,0.0,3.0,3.0,4.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-04,14:40,2025-10-04 14:40:00,2025.0,10.0,sabado,14.0,tarde,ES,LINHARES,False,101.0,BR-101,149.6,-19.40590236,-40.06236689,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Dupla,Aclive;Curva,Sim,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,1,fatal
2025-10-04,14:25,2025-10-04 14:25:00,2025.0,10.0,sabado,14.0,tarde,ES,GUARAPARI,True,101.0,BR-101,337.0,-20.638364,-40.543931,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,0.0,0.0,2.0,2.0,2.0,2.0,4.0,6.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,0,moderado
2025-10-04,22:30,2025-10-04 22:30:00,2025.0,10.0,sabado,22.0,noite,ES,SAO MATEUS,False,101.0,BR-101,57.0,-18.65286386,-39.87227009,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Garoa/Chuvisco,Simples,Reta;Aclive,Não,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,0,baixo
2025-10-05,13:10,2025-10-05 13:10:00,2025.0,10.0,domingo,13.0,tarde,ES,SERRA,True,101.0,BR-101,255.4,-20.11733,-40.31448833,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-05,18:00,2025-10-05 18:00:00,2025.0,10.0,domingo,18.0,noite,ES,VENDA NOVA DO IMIGRANTE,False,262.0,BR-262,95.0,-20.33278103,-41.20503783,Acessar a via sem observar a presença dos outros veículos,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Aclive;Curva,Não,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,1,grave
2025-10-05,21:15,2025-10-05 21:15:00,2025.0,10.0,domingo,21.0,noite,ES,MIMOSO DO SUL,False,101.0,BR-101,436.6,-21.06353651,-41.21592879,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,0.0,0.0,4.0,4.0,2.0,1.0,3.0,7.0,SPRF-ES,DEL03-ES,UOP02-DEL03-ES,0,moderado
2025-09-22,06:40,2025-09-22 06:40:00,2025.0,9.0,segunda,6.0,manha,ES,SERRA,True,101.0,BR-101,270.0,-20.229059,-40.272121,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,0.0,0.0,1.0,1.0,0.0,3.0,3.0,4.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-07,17:00,2025-10-07 17:00:00,2025.0,10.0,terca,17.0,tarde,ES,MUQUI,False,393.0,BR-393,37.0,-20.94204193,-41.34681707,Velocidade Incompatível,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Reta,Não,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,SPRF-ES,DEL03-ES,UOP02-DEL03-ES,1,grave
2025-10-08,02:15,2025-10-08 02:15:00,2025.0,10.0,quarta,2.0,madrugada,ES,CACHOEIRO DE ITAPEMIRIM,False,101.0,BR-101,417.0,-20.93322397,-41.08028412,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,SPRF-ES,DEL03-ES,UOP02-DEL03-ES,1,grave
2025-10-08,16:20,2025-10-08 16:20:00,2025.0,10.0,quarta,16.0,tarde,ES,IBIRACU,False,101.0,BR-101,212.0,-19.820575,-40.368742,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Sim,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-08,19:40,2025-10-08 19:40:00,2025.0,10.0,quarta,19.0,noite,ES,VENDA NOVA DO IMIGRANTE,False,262.0,BR-262,110.0,-20.33679981,-41.18523206,Mal súbito do condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,1,grave
2025-10-09,14:56,2025-10-09 14:56:00,2025.0,10.0,quinta,14.0,tarde,ES,DOMINGOS MARTINS,False,262.0,BR-262,85.0,-20.37977,-41.03814,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,0,moderado
2025-10-10,17:20,2025-10-10 17:20:00,2025.0,10.0,sexta,17.0,tarde,ES,LINHARES,False,101.0,BR-101,142.0,-19.33396395,-40.06815791,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Dupla,Reta,Sim,0.0,0.0,1.0,1.0,4.0,0.0,2.0,5.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,0,moderado
2025-10-10,22:45,2025-10-10 22:45:00,2025.0,10.0,sexta,22.0,noite,ES,ARACRUZ,False,101.0,BR-101,176.8,-19.60167183,-40.20278393,Velocidade Incompatível,Colisão frontal,Com Vítimas Fatais,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,2.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,1,fatal
2025-10-11,08:25,2025-10-11 08:25:00,2025.0,10.0,sabado,8.0,manha,ES,ANCHIETA,False,101.0,BR-101,358.3,-20.694,-40.7066,Mal súbito do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Aclive,Não,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,SPRF-ES,DEL03-ES,UOP01-DEL03-ES,1,grave
2025-10-11,16:00,2025-10-11 16:00:00,2025.0,10.0,sabado,16.0,tarde,ES,DOMINGOS MARTINS,False,262.0,BR-262,99.9,-20.41572156,-40.91710925,Condutor Dormindo,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva;Declive,Não,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,0,moderado
2025-10-11,16:00,2025-10-11 16:00:00,2025.0,10.0,sabado,16.0,tarde,ES,MARECHAL FLORIANO,False,262.0,BR-262,65.0,-20.41234,-40.832114,Conversão proibida,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,0.0,1.0,1.0,2.0,2.0,0.0,3.0,4.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,1,grave
2025-10-12,20:41,2025-10-12 20:41:00,2025.0,10.0,domingo,20.0,noite,ES,SAO MATEUS,False,101.0,BR-101,64.0,-18.69906,-39.86497,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,0,moderado
2025-07-26,14:00,2025-07-26 14:00:00,2025.0,7.0,sabado,14.0,tarde,ES,SERRA,True,101.0,BR-101,259.0,-20.14223891,-40.29182919,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-14,08:00,2025-10-14 08:00:00,2025.0,10.0,terca,8.0,manha,ES,SOORETAMA,False,101.0,BR-101,127.0,-19.20055916,-40.09396076,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Múltipla,Retorno Regulamentado,Sim,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,0,moderado
2025-10-14,12:28,2025-10-14 12:28:00,2025.0,10.0,terca,12.0,tarde,ES,PEDRO CANARIO,False,101.0,BR-101,14.0,-18.27994174,-39.95897993,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva;Declive,Não,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,0,moderado
2025-10-15,13:40,2025-10-15 13:40:00,2025.0,10.0,quarta,13.0,tarde,ES,SAO MATEUS,False,101.0,BR-101,72.9,-18.76992,-39.867809,Velocidade Incompatível,Colisão traseira,Com Vítimas Fatais,Pleno dia,Crescente,Chuva,Simples,Reta,Não,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL04-ES,UOP02-DEL04-ES,1,fatal
2025-10-15,15:57,2025-10-15 15:57:00,2025.0,10.0,quarta,15.0,tarde,ES,JOAO NEIVA,False,259.0,BR-259,15.5,-19.659355,-40.430645,Reação tardia ou ineficiente do condutor,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Curva,Não,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-16,03:30,2025-10-16 03:30:00,2025.0,10.0,quinta,3.0,madrugada,ES,LINHARES,False,101.0,BR-101,144.0,-19.35032317,-40.06373763,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Reta,Sim,0.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,SPRF-ES,DEL04-ES,UOP01-DEL04-ES,0,moderado
2025-10-16,19:47,2025-10-16 19:47:00,2025.0,10.0,quinta,19.0,noite,ES,FUNDAO,True,101.0,BR-101,229.0,-19.93462494,-40.40380284,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-17,04:50,2025-10-17 04:50:00,2025.0,10.0,sexta,4.0,madrugada,ES,SERRA,True,101.0,BR-101,7.0,-20.124457,-40.34177,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,baixo
2025-10-17,06:27,2025-10-17 06:27:00,2025.0,10.0,sexta,6.0,manha,ES,VILA VELHA,True,101.0,BR-101,311.6,-20.439967,-40.459858,Ausência de reação do condutor,Colisão transversal,Com Vítimas Fatais,Pleno dia,Decrescente,Céu Claro,Dupla,Declive;Reta,Não,1.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,1,fatal
2025-09-11,10:26,2025-09-11 10:26:00,2025.0,9.0,quinta,10.0,manha,ES,VENDA NOVA DO IMIGRANTE,False,262.0,BR-262,100.6,-20.344575,-41.108563,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Simples,Curva;Declive,Não,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,1,grave
2025-10-17,09:59,2025-10-17 09:59:00,2025.0,10.0,sexta,9.0,manha,ES,VIANA,True,101.0,BR-101,301.6,-20.365327,-40.443573,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Curva,Sim,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,moderado
2025-10-17,10:30,2025-10-17 10:30:00,2025.0,10.0,sexta,10.0,manha,ES,ITAPEMIRIM,False,101.0,BR-101,404.1,-20.8958179,-41.0079923,Condutor Dormindo,Colisão lateral sentido oposto,Com Vítimas Fatais,Pleno dia,Crescente,Céu Claro,Simples,Aclive,Não,1.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,SPRF-ES,DEL03-ES,UOP02-DEL03-ES,1,fatal
2025-10-18,04:30,2025-10-18 04:30:00,2025.0,10.0,sabado,4.0,madrugada,ES,SERRA,True,101.0,BR-101,269.5,-20.22232595,-40.27037412,Curva acentuada,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Reta;Retorno Regulamentado,Sim,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-20,12:48,2025-10-20 12:48:00,2025.0,10.0,segunda,12.0,tarde,ES,FUNDAO,True,101.0,BR-101,233.0,-19.98486955,-40.41403961,Velocidade Incompatível,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Declive;Reta,Não,0.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,1,grave
2025-10-20,11:30,2025-10-20 11:30:00,2025.0,10.0,segunda,11.0,manha,ES,SERRA,True,101.0,BR-101,268.0,-20.20120597,-40.2689491,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,Não,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-20,22:00,2025-10-20 22:00:00,2025.0,10.0,segunda,22.0,noite,ES,VILA VELHA,True,101.0,BR-101,318.0,-20.494267,-40.47653,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Aclive;Reta,Não,0.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,moderado
2025-10-21,16:20,2025-10-21 16:20:00,2025.0,10.0,terca,16.0,tarde,ES,IBIRACU,False,101.0,BR-101,223.4,-19.87997,-40.41726,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-22,10:20,2025-10-22 10:20:00,2025.0,10.0,quarta,10.0,manha,ES,SERRA,True,101.0,BR-101,270.0,-20.22951292,-40.2728641,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Interseção de Vias,Sim,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,1,grave
2025-10-22,17:00,2025-10-22 17:00:00,2025.0,10.0,quarta,17.0,tarde,ES,SERRA,True,101.0,BR-101,278.2,-20.216985,-40.332365,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Aclive;Curva;Retorno Regulamentado,Sim,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-22,18:00,2025-10-22 18:00:00,2025.0,10.0,quarta,18.0,noite,ES,SERRA,True,101.0,BR-101,269.0,-20.23232831,-40.27447343,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim,0.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,SPRF-ES,DEL02-ES,UOP01-DEL02-ES,0,moderado
2025-10-23,22:50,2025-10-23 22:50:00,2025.0,10.0,quinta,22.0,noite,ES,CARIACICA,True,101.0,BR-101,293.6,-20.320897,-40.3960111,Velocidade Incompatível,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Múltipla,Curva,Sim,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL01-ES,UOP01-DEL01-ES,0,moderado
2025-10-24,06:00,2025-10-24 06:00:00,2025.0,10.0,sexta,6.0,manha,ES,IBATIBA,False,262.0,BR-262,150.8,-20.21476475,-41.44862202,Velocidade Incompatível,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Curva,Não,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,0,moderado
2025-10-24,15:30,2025-10-24 15:30:00,2025.0,10.0,sexta,15.0,tarde,ES,RIO NOVO DO SUL,False,101.0,BR-101,390.0,-20.8665174,-40.8943133,Problema com o freio,Eventos atípicos,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,SPRF-ES,DEL03-ES,UOP02-DEL03-ES,0,moderado
2025-10-25,07:20,2025-10-25 07:20:00,2025.0,10.0,sabado,7.0,manha,ES,CONCEICAO DO CASTELO,False,262.0,BR-262,119.3,-20.3000722,-41.2310911,Ausência de reação do condutor,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Simples,Curva,Não,0.0,2.0,0.0,2.0,2.0,1.0,4.0,5.0,SPRF-ES,DEL01-ES,UOP02-DEL01-ES,1,grave
