rodovia_label,km,total_acidentes,acidentes_alto_risco,mortos,feridos_graves,feridos_leves,feridos,veiculos,pessoas,percentual_alto_risco
BR-101,257.3,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,257.8,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,258.6,1,0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
BR-101,258.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,259.4,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,259.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,259.7,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,260.4,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,261.2,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,261.3,1,0,0.0,0.0,1.0,1.0,8.0,12.0,0.0
BR-101,261.9,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,262.4,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,262.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,262.7,1,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-101,262.8,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,262.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,264.3,1,1,0.0,2.0,1.0,3.0,3.0,4.0,1.0
BR-101,264.4,1,1,0.0,1.0,0.0,1.0,2.0,3.0,1.0
BR-101,264.8,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,266.6,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,266.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,267.6,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,267.7,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,268.1,1,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-101,269.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,269.2,1,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-101,269.7,1,0,0.0,0.0,1.0,1.0,3.0,5.0,0.0
BR-101,270.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,271.3,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,271.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,272.4,1,0,0.0,0.0,1.0,1.0,3.0,2.0,0.0
BR-101,272.5,1,0,0.0,0.0,1.0,1.0,3.0,4.0,0.0
BR-101,273.0,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,273.2,1,0,0.0,0.0,0.0,0.0,2.0,13.0,0.0
BR-101,273.3,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,273.4,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,273.9,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,274.4,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,274.5,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,275.1,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,275.5,1,0,0.0,0.0,2.0,2.0,1.0,3.0,0.0
BR-101,276.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,276.3,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,276.9,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,277.0,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,277.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,278.6,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,279.1,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,279.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,279.3,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,280.3,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,280.5,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,280.8,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,280.9,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,281.4,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,281.8,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,281.9,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,282.1,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,282.3,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,282.5,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,282.8,1,1,0.0,1.0,1.0,2.0,2.0,2.0,1.0
BR-101,283.9,1,0,0.0,0.0,1.0,1.0,6.0,6.0,0.0
BR-101,284.1,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,284.3,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,284.6,1,1,0.0,1.0,1.0,2.0,1.0,2.0,1.0
BR-101,284.8,1,0,0.0,0.0,2.0,2.0,2.0,5.0,0.0
BR-101,285.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,285.3,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,285.6,1,0,0.0,0.0,2.0,2.0,3.0,5.0,0.0
BR-101,285.7,1,0,0.0,0.0,2.0,2.0,1.0,4.0,0.0
BR-101,286.5,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,286.7,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,286.8,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,10.8,1,1,1.0,0.0,1.0,1.0,2.0,3.0,1.0
BR-101,287.2,1,1,0.0,1.0,0.0,1.0,2.0,3.0,1.0
BR-393,5.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,287.4,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,287.5,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,287.6,1,1,0.0,1.0,3.0,4.0,2.0,6.0,1.0
BR-101,287.8,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,287.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-393,4.0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,4.3,1,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
BR-484,98.0,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,0.0,1,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
BR-393,7.2,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-393,8.0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-393,8.2,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-393,11.2,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-393,16.6,1,1,0.0,1.0,1.0,2.0,1.0,2.0,1.0
BR-101,289.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-393,26.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-393,27.3,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,289.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-393,36.3,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-393,37.0,1,1,0.0,1.0,0.0,1.0,2.0,3.0,1.0
BR-447,13.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-447,15.0,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,290.1,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-447,15.3,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,290.4,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-447,15.6,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,290.6,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,1.5,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,11.0,1,0,0.0,0.0,2.0,2.0,3.0,5.0,0.0
BR-101,12.0,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,291.1,1,1,0.0,2.0,0.0,2.0,2.0,3.0,1.0
BR-101,291.2,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,291.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,291.7,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,12.4,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,12.5,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,13.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,292.1,1,1,0.0,1.0,0.0,1.0,2.0,3.0,1.0
BR-101,292.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,292.7,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,14.6,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,292.9,1,0,0.0,0.0,1.0,1.0,4.0,4.0,0.0
BR-101,14.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,15.2,1,1,0.0,1.0,1.0,2.0,2.0,4.0,1.0
BR-101,293.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,293.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,16.0,1,1,0.0,1.0,0.0,1.0,4.0,3.0,1.0
BR-101,293.9,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,16.1,1,1,0.0,2.0,0.0,2.0,2.0,4.0,1.0
BR-101,294.1,1,1,0.0,1.0,0.0,1.0,2.0,3.0,1.0
BR-101,294.3,1,1,0.0,1.0,1.0,2.0,4.0,5.0,1.0
BR-101,16.5,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,16.7,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,17.0,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,17.8,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,17.9,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,18.5,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,18.8,1,0,0.0,0.0,2.0,2.0,3.0,7.0,0.0
BR-101,295.3,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,18.9,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,19.0,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,19.8,1,0,0.0,0.0,3.0,3.0,4.0,5.0,0.0
BR-101,20.0,1,1,1.0,0.0,1.0,1.0,5.0,5.0,1.0
BR-101,296.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,24.8,1,0,0.0,0.0,3.0,3.0,1.0,3.0,0.0
BR-101,25.0,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,25.5,1,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-101,26.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,26.6,1,1,1.0,0.0,4.0,4.0,3.0,6.0,1.0
BR-101,28.0,1,0,0.0,0.0,1.0,1.0,3.0,2.0,0.0
BR-101,28.3,1,0,0.0,0.0,3.0,3.0,3.0,6.0,0.0
BR-101,297.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,28.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,298.1,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,29.5,1,1,0.0,3.0,1.0,4.0,1.0,4.0,1.0
BR-101,298.3,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,29.7,1,1,1.0,2.0,0.0,2.0,3.0,5.0,1.0
BR-101,29.9,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,298.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,298.8,1,1,1.0,0.0,0.0,0.0,3.0,3.0,1.0
BR-101,31.5,1,1,1.0,0.0,0.0,0.0,4.0,4.0,1.0
BR-101,32.4,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,299.3,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,299.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,35.0,1,1,0.0,1.0,0.0,1.0,4.0,3.0,1.0
BR-101,35.1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,35.4,1,1,0.0,1.0,0.0,1.0,4.0,3.0,1.0
BR-101,300.0,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,36.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,300.2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,300.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,37.2,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,301.6,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,37.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,302.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,37.8,1,1,0.0,1.0,1.0,2.0,3.0,3.0,1.0
BR-101,303.0,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,303.3,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,303.4,1,1,2.0,0.0,0.0,0.0,2.0,3.0,1.0
BR-101,303.5,1,0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
BR-101,39.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,41.0,1,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
BR-101,304.5,1,1,0.0,1.0,0.0,1.0,2.0,4.0,1.0
BR-101,304.6,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,304.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,304.9,1,1,0.0,1.0,1.0,2.0,2.0,2.0,1.0
BR-101,305.1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,305.7,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,306.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,306.5,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,306.8,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,307.0,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,41.5,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,308.2,1,1,0.0,1.0,0.0,1.0,2.0,3.0,1.0
BR-101,308.6,1,1,1.0,0.0,0.0,0.0,2.0,3.0,1.0
BR-101,309.0,1,1,0.0,1.0,0.0,1.0,6.0,4.0,1.0
BR-101,42.6,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,311.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,311.6,1,1,1.0,0.0,1.0,1.0,4.0,4.0,1.0
BR-101,311.9,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,312.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,313.0,1,1,1.0,0.0,0.0,0.0,4.0,3.0,1.0
BR-101,313.2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,46.9,1,1,1.0,0.0,0.0,0.0,5.0,3.0,1.0
BR-101,314.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,314.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,48.0,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,315.4,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,49.7,1,0,0.0,0.0,1.0,1.0,4.0,3.0,0.0
BR-101,318.0,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,319.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,51.4,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,321.0,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,321.4,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,321.7,1,0,0.0,0.0,9.0,9.0,2.0,10.0,0.0
BR-101,322.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,325.0,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,52.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,327.3,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,329.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,329.3,1,1,0.0,1.0,0.0,1.0,2.0,6.0,1.0
BR-101,52.2,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,53.1,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,330.5,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,331.0,1,1,0.0,1.0,1.0,2.0,1.0,2.0,1.0
BR-101,53.4,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,331.9,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,332.0,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,332.3,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,53.7,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,334.8,1,0,0.0,0.0,4.0,4.0,3.0,6.0,0.0
BR-101,53.8,1,1,0.0,1.0,0.0,1.0,4.0,3.0,1.0
BR-101,335.3,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,335.4,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,335.6,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,336.0,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,337.0,1,0,0.0,0.0,2.0,2.0,4.0,6.0,0.0
BR-101,337.4,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,337.8,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,337.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,338.5,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,338.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,338.9,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,339.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,340.1,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,340.2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,340.7,1,1,0.0,1.0,1.0,2.0,1.0,2.0,1.0
BR-101,340.8,1,1,0.0,1.0,1.0,2.0,4.0,4.0,1.0
BR-101,341.9,1,0,0.0,0.0,2.0,2.0,3.0,4.0,0.0
BR-101,342.5,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,343.0,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,344.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,344.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,347.6,1,0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
BR-101,348.0,1,0,0.0,0.0,2.0,2.0,1.0,4.0,0.0
BR-101,348.2,1,1,0.0,1.0,1.0,2.0,2.0,2.0,1.0
BR-101,348.7,1,1,0.0,1.0,1.0,2.0,1.0,2.0,1.0
BR-101,348.9,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,54.6,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,350.1,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,350.3,1,1,0.0,2.0,0.0,2.0,1.0,2.0,1.0
BR-101,352.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,352.3,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,352.5,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,352.6,1,1,1.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,352.7,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,352.9,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,56.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,354.0,1,0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
BR-101,354.3,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,56.5,1,0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
BR-101,356.5,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,356.7,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,356.8,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,356.9,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,357.9,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,358.3,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,359.1,1,1,0.0,2.0,0.0,2.0,2.0,10.0,1.0
BR-101,359.3,1,0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
BR-101,359.9,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,360.6,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,360.9,1,0,0.0,0.0,2.0,2.0,1.0,4.0,0.0
BR-101,361.0,1,1,2.0,3.0,25.0,28.0,6.0,34.0,1.0
BR-101,361.3,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,362.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,362.5,1,1,0.0,1.0,0.0,1.0,3.0,4.0,1.0
BR-101,362.9,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,364.5,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,365.3,1,1,0.0,2.0,0.0,2.0,1.0,2.0,1.0
BR-101,365.5,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,366.2,1,1,0.0,2.0,0.0,2.0,1.0,2.0,1.0
BR-101,366.3,1,0,0.0,0.0,0.0,0.0,6.0,4.0,0.0
BR-101,366.5,1,0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
BR-101,366.8,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,368.0,1,1,0.0,2.0,0.0,2.0,4.0,3.0,1.0
BR-101,57.6,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,57.9,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,368.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,369.6,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,369.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,370.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,370.2,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,370.7,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,58.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,371.2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,371.7,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,58.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,372.1,1,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
BR-101,58.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,372.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,373.0,1,1,0.0,1.0,0.0,1.0,2.0,4.0,1.0
BR-101,373.9,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,375.5,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,378.6,1,1,0.0,1.0,0.0,1.0,2.0,5.0,1.0
BR-101,60.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,380.7,1,1,1.0,2.0,0.0,2.0,3.0,6.0,1.0
BR-101,380.9,1,1,0.0,1.0,1.0,2.0,1.0,2.0,1.0
BR-101,382.0,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,382.2,1,1,0.0,1.0,2.0,3.0,2.0,3.0,1.0
BR-101,383.2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,383.6,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,383.7,1,1,1.0,0.0,7.0,7.0,6.0,9.0,1.0
BR-101,384.0,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,61.3,1,1,0.0,1.0,1.0,2.0,2.0,2.0,1.0
BR-101,61.4,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,386.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,386.5,1,1,0.0,1.0,1.0,2.0,1.0,2.0,1.0
BR-101,388.9,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,389.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,61.6,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,390.3,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,390.8,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,62.1,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,62.7,1,0,0.0,0.0,3.0,3.0,3.0,4.0,0.0
BR-101,391.9,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,63.0,1,0,0.0,0.0,1.0,1.0,3.0,5.0,0.0
BR-101,63.8,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,64.3,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,65.2,1,0,0.0,0.0,1.0,1.0,4.0,3.0,0.0
BR-101,393.2,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,393.3,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,393.8,1,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
BR-101,394.0,1,0,0.0,0.0,1.0,1.0,5.0,8.0,0.0
