rodovia_label,km,total_acidentes,acidentes_alto_risco,mortos,feridos_graves,feridos_leves,feridos,veiculos,pessoas,percentual_alto_risco
BR-101,268.8,2,1,0.0,1.0,1.0,2.0,4.0,5.0,0.5
BR-101,299.2,2,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-101,299.7,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-101,69.2,2,1,1.0,0.0,1.0,1.0,4.0,4.0,0.5
BR-101,71.8,2,2,0.0,2.0,0.0,2.0,3.0,5.0,1.0
BR-101,300.1,2,1,0.0,1.0,1.0,2.0,5.0,6.0,0.5
BR-101,71.9,2,0,0.0,0.0,4.0,4.0,5.0,7.0,0.0
BR-101,301.9,2,0,0.0,0.0,3.0,3.0,3.0,4.0,0.0
BR-101,161.7,2,0,0.0,0.0,8.0,8.0,7.0,11.0,0.0
BR-101,277.8,2,1,0.0,2.0,1.0,3.0,7.0,8.0,0.5
BR-101,73.9,2,0,0.0,0.0,3.0,3.0,4.0,4.0,0.0
BR-101,308.0,2,2,0.0,2.0,3.0,5.0,2.0,5.0,1.0
BR-101,310.0,2,0,0.0,0.0,3.0,3.0,4.0,5.0,0.0
BR-101,314.0,2,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-101,277.9,2,2,1.0,1.0,2.0,3.0,6.0,8.0,1.0
BR-101,315.9,2,1,1.0,0.0,1.0,1.0,4.0,4.0,0.5
BR-101,320.8,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-101,327.0,2,0,0.0,0.0,3.0,3.0,2.0,3.0,0.0
BR-101,329.8,2,1,0.0,1.0,1.0,2.0,4.0,7.0,0.5
BR-101,330.0,2,1,1.0,0.0,0.0,0.0,5.0,29.0,0.5
BR-101,331.8,2,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-101,333.0,2,1,0.0,1.0,2.0,3.0,3.0,4.0,0.5
BR-101,163.0,2,0,0.0,0.0,2.0,2.0,5.0,5.0,0.0
BR-101,241.0,2,1,0.0,1.0,1.0,2.0,3.0,4.0,0.5
BR-101,353.5,2,2,2.0,1.0,0.0,1.0,3.0,8.0,1.0
BR-101,355.0,2,1,0.0,1.0,2.0,3.0,4.0,4.0,0.5
BR-101,368.5,2,1,0.0,1.0,1.0,2.0,3.0,6.0,0.5
BR-101,368.7,2,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-101,371.0,2,1,0.0,1.0,2.0,3.0,4.0,9.0,0.5
BR-101,372.0,2,1,0.0,2.0,2.0,4.0,4.0,7.0,0.5
BR-101,269.3,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,379.9,2,0,0.0,0.0,3.0,3.0,4.0,4.0,0.0
BR-101,385.8,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,385.9,2,1,1.0,2.0,1.0,3.0,6.0,8.0,0.5
BR-101,269.4,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-101,242.0,2,1,1.0,0.0,1.0,1.0,3.0,3.0,0.5
BR-101,391.1,2,1,0.0,1.0,1.0,2.0,5.0,5.0,0.5
BR-101,79.0,2,0,0.0,0.0,3.0,3.0,2.0,3.0,0.0
BR-101,392.3,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,392.5,2,2,0.0,2.0,3.0,5.0,4.0,6.0,1.0
BR-101,166.0,2,0,0.0,0.0,4.0,4.0,5.0,8.0,0.0
BR-101,166.1,2,2,1.0,2.0,2.0,4.0,4.0,5.0,1.0
BR-101,85.8,2,0,0.0,0.0,4.0,4.0,5.0,8.0,0.0
BR-101,401.0,2,0,0.0,0.0,3.0,3.0,3.0,6.0,0.0
BR-101,406.7,2,2,0.0,3.0,1.0,4.0,3.0,5.0,1.0
BR-101,416.2,2,2,1.0,1.0,0.0,1.0,4.0,4.0,1.0
BR-101,86.0,2,1,0.0,5.0,1.0,6.0,4.0,7.0,0.5
BR-101,425.0,2,0,0.0,0.0,2.0,2.0,4.0,8.0,0.0
BR-101,431.0,2,0,0.0,0.0,2.0,2.0,6.0,6.0,0.0
BR-101,438.9,2,0,0.0,0.0,3.0,3.0,4.0,6.0,0.0
BR-101,167.7,2,0,0.0,0.0,4.0,4.0,3.0,5.0,0.0
BR-101,446.0,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,88.0,2,0,0.0,0.0,3.0,3.0,4.0,7.0,0.0
BR-259,8.5,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-259,9.0,2,1,0.0,1.0,1.0,2.0,2.0,2.0,0.5
BR-259,30.0,2,0,0.0,0.0,8.0,8.0,4.0,8.0,0.0
BR-259,34.0,2,1,0.0,2.0,1.0,3.0,5.0,6.0,0.5
BR-101,246.1,2,0,0.0,0.0,2.0,2.0,4.0,5.0,0.0
BR-101,247.0,2,0,0.0,0.0,3.0,3.0,2.0,3.0,0.0
BR-259,53.0,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-259,53.6,2,0,0.0,0.0,3.0,3.0,4.0,4.0,0.0
BR-259,56.0,2,0,0.0,0.0,4.0,4.0,3.0,4.0,0.0
BR-259,57.0,2,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-259,57.7,2,0,0.0,0.0,4.0,4.0,3.0,5.0,0.0
BR-259,58.0,2,1,0.0,1.0,1.0,2.0,5.0,5.0,0.5
BR-259,60.0,2,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-259,61.0,2,1,0.0,1.0,2.0,3.0,4.0,6.0,0.5
BR-259,62.0,2,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-259,70.0,2,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-259,101.3,2,2,0.0,2.0,1.0,3.0,4.0,5.0,1.0
BR-262,0.5,2,1,0.0,1.0,1.0,2.0,4.0,4.0,0.5
BR-101,96.0,2,1,0.0,2.0,3.0,5.0,7.0,11.0,0.5
BR-262,1.0,2,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-393,0.0,2,1,0.0,1.0,1.0,2.0,4.0,4.0,0.5
BR-101,251.0,2,0,0.0,0.0,3.0,3.0,2.0,3.0,0.0
BR-262,18.0,2,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-101,171.7,2,0,0.0,0.0,2.0,2.0,5.0,4.0,0.0
BR-101,100.0,2,1,0.0,1.0,1.0,2.0,5.0,5.0,0.5
BR-262,21.0,2,0,0.0,0.0,7.0,7.0,3.0,7.0,0.0
BR-262,25.0,2,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-262,26.0,2,0,0.0,0.0,2.0,2.0,3.0,5.0,0.0
BR-262,29.0,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,173.8,2,2,0.0,2.0,0.0,2.0,6.0,6.0,1.0
BR-262,33.0,2,1,0.0,1.0,1.0,2.0,4.0,4.0,0.5
BR-101,101.9,2,1,0.0,1.0,1.0,2.0,4.0,3.0,0.5
BR-262,35.0,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-101,270.8,2,1,0.0,2.0,4.0,6.0,3.0,8.0,0.5
BR-101,105.0,2,0,0.0,0.0,3.0,3.0,4.0,5.0,0.0
BR-101,253.7,2,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-262,39.9,2,0,0.0,0.0,3.0,3.0,5.0,7.0,0.0
BR-101,255.4,2,0,0.0,0.0,3.0,3.0,5.0,7.0,0.0
BR-262,44.0,2,1,0.0,2.0,1.0,3.0,3.0,4.0,0.5
BR-101,176.8,2,2,2.0,1.0,0.0,1.0,6.0,8.0,1.0
BR-262,51.0,2,0,0.0,0.0,3.0,3.0,3.0,4.0,0.0
BR-101,255.5,2,0,0.0,0.0,6.0,6.0,5.0,9.0,0.0
BR-101,255.9,2,1,0.0,1.0,0.0,1.0,4.0,5.0,0.5
BR-262,56.2,2,1,0.0,1.0,2.0,3.0,3.0,4.0,0.5
BR-101,179.7,2,1,2.0,0.0,1.0,1.0,3.0,3.0,0.5
BR-262,65.0,2,1,0.0,1.0,3.0,4.0,5.0,7.0,0.5
BR-262,66.0,2,1,1.0,0.0,1.0,1.0,4.0,5.0,0.5
BR-262,69.0,2,1,1.0,0.0,1.0,1.0,4.0,4.0,0.5
BR-101,256.2,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-262,73.1,2,0,0.0,0.0,2.0,2.0,4.0,5.0,0.0
BR-262,77.8,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-262,89.0,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-262,90.0,2,2,0.0,2.0,4.0,6.0,5.0,10.0,1.0
BR-101,271.2,2,1,0.0,1.0,0.0,1.0,3.0,3.0,0.5
BR-262,94.0,2,2,0.0,3.0,2.0,5.0,4.0,9.0,1.0
BR-101,257.5,2,1,0.0,1.0,1.0,2.0,4.0,4.0,0.5
BR-262,97.0,2,1,0.0,1.0,4.0,5.0,4.0,10.0,0.5
BR-262,102.0,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,257.6,2,2,0.0,3.0,1.0,4.0,4.0,5.0,1.0
BR-101,271.5,2,1,0.0,1.0,1.0,2.0,4.0,4.0,0.5
BR-101,121.0,2,1,0.0,2.0,1.0,3.0,3.0,4.0,0.5
BR-101,121.5,2,1,1.0,0.0,2.0,2.0,4.0,5.0,0.5
BR-101,122.1,2,1,1.0,0.0,1.0,1.0,4.0,4.0,0.5
BR-101,258.5,2,0,0.0,0.0,4.0,4.0,3.0,5.0,0.0
BR-262,116.0,2,0,0.0,0.0,1.0,1.0,4.0,5.0,0.0
BR-101,278.8,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,272.0,2,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-262,157.0,2,1,0.0,1.0,2.0,3.0,4.0,5.0,0.5
BR-101,190.0,2,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-101,259.2,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-262,162.0,2,1,0.0,1.0,2.0,3.0,4.0,6.0,0.5
BR-262,163.0,2,0,0.0,0.0,4.0,4.0,5.0,6.0,0.0
BR-101,195.3,2,2,1.0,1.0,1.0,2.0,4.0,6.0,1.0
BR-262,170.9,2,2,0.0,3.0,1.0,4.0,5.0,9.0,1.0
BR-262,172.0,2,0,0.0,0.0,3.0,3.0,3.0,4.0,0.0
BR-262,185.0,2,2,0.0,2.0,0.0,2.0,3.0,3.0,1.0
BR-101,5.0,2,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,7.1,2,1,0.0,1.0,2.0,3.0,3.0,4.0,0.5
BR-101,8.0,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-101,125.8,2,1,0.0,1.0,2.0,3.0,4.0,7.0,0.5
BR-101,10.0,2,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,279.0,2,1,0.0,1.0,2.0,3.0,3.0,5.0,0.5
BR-393,0.8,2,1,0.0,1.0,2.0,3.0,4.0,5.0,0.5
BR-101,265.4,2,1,1.0,0.0,3.0,3.0,7.0,9.0,0.5
BR-101,141.2,2,0,0.0,0.0,1.0,1.0,6.0,5.0,0.0
BR-393,3.0,2,1,0.0,1.0,1.0,2.0,3.0,3.0,0.5
BR-101,137.6,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,137.9,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,138.5,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,138.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,138.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,139.3,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,140.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,140.7,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,140.9,1,1,1.0,0.0,0.0,0.0,4.0,5.0,1.0
BR-101,141.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,141.7,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,142.6,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,142.9,1,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-101,143.3,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,143.4,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,143.5,1,1,0.0,1.0,0.0,1.0,2.0,3.0,1.0
BR-101,143.6,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,143.7,1,0,0.0,0.0,1.0,1.0,4.0,4.0,0.0
BR-101,143.8,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,144.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,144.4,1,0,0.0,0.0,1.0,1.0,3.0,4.0,0.0
BR-101,144.7,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,144.9,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,145.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,145.3,1,1,1.0,0.0,1.0,1.0,5.0,6.0,1.0
BR-101,146.2,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,146.9,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,147.1,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,147.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,147.3,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,147.4,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,147.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,148.2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,148.3,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,148.4,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,148.8,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,149.4,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,149.5,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,149.9,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,150.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,150.6,1,1,0.0,1.0,2.0,3.0,2.0,4.0,1.0
BR-101,151.6,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,151.9,1,1,0.0,1.0,0.0,1.0,1.0,2.0,1.0
BR-101,152.3,1,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
BR-101,152.9,1,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,153.6,1,0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
BR-101,155.0,1,0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
BR-101,155.4,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,155.7,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,156.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,156.9,1,1,0.0,2.0,0.0,2.0,2.0,3.0,1.0
BR-101,157.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,157.2,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,157.4,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,157.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,157.9,1,0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
BR-101,159.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,159.2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,159.4,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,159.5,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,159.8,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,159.9,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,160.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,160.2,1,1,0.0,2.0,1.0,3.0,2.0,3.0,1.0
BR-101,160.9,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,161.1,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,161.2,1,1,0.0,2.0,0.0,2.0,2.0,2.0,1.0
BR-101,162.1,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,162.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,164.3,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,164.5,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,165.0,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,165.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,165.9,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,166.5,1,0,0.0,0.0,2.0,2.0,2.0,6.0,0.0
BR-101,167.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,168.0,1,0,0.0,0.0,3.0,3.0,2.0,5.0,0.0
BR-101,168.3,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,168.5,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,169.0,1,1,0.0,1.0,1.0,2.0,2.0,3.0,1.0
BR-101,169.2,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,169.3,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,169.4,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,169.5,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,170.0,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,170.3,1,1,0.0,1.0,0.0,1.0,1.0,2.0,1.0
BR-101,170.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,172.9,1,1,0.0,2.0,0.0,2.0,2.0,4.0,1.0
BR-101,173.0,1,0,0.0,0.0,1.0,1.0,4.0,3.0,0.0
BR-101,173.5,1,0,0.0,0.0,1.0,1.0,9.0,9.0,0.0
BR-101,174.0,1,0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
BR-101,174.7,1,1,0.0,1.0,1.0,2.0,2.0,3.0,1.0
BR-101,175.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,176.4,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,176.5,1,0,0.0,0.0,1.0,1.0,2.0,6.0,0.0
BR-101,176.7,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,179.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,179.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,179.4,1,1,0.0,1.0,1.0,2.0,2.0,3.0,1.0
BR-101,180.0,1,0,0.0,0.0,3.0,3.0,2.0,4.0,0.0
BR-101,182.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,183.5,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,184.0,1,1,0.0,2.0,0.0,2.0,2.0,3.0,1.0
BR-101,185.0,1,1,0.0,2.0,0.0,2.0,2.0,3.0,1.0
BR-101,186.4,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,186.5,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,187.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,188.0,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,188.1,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,189.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,192.9,1,0,0.0,0.0,2.0,2.0,3.0,4.0,0.0
BR-101,194.8,1,1,0.0,1.0,0.0,1.0,1.0,2.0,1.0
BR-101,196.8,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,198.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,199.0,1,1,0.0,1.0,0.0,1.0,5.0,4.0,1.0
BR-101,202.0,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,202.9,1,0,0.0,0.0,1.0,1.0,3.0,3.0,0.0
BR-101,203.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,204.7,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,205.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,205.4,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,205.5,1,1,1.0,2.0,0.0,2.0,2.0,3.0,1.0
BR-101,205.6,1,1,0.0,1.0,0.0,1.0,1.0,2.0,1.0
BR-101,206.0,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,206.5,1,0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
BR-101,207.9,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,208.3,1,1,1.0,0.0,0.0,0.0,3.0,3.0,1.0
BR-101,210.4,1,1,1.0,2.0,1.0,3.0,1.0,4.0,1.0
BR-101,211.2,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,211.4,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,211.6,1,0,0.0,0.0,3.0,3.0,2.0,5.0,0.0
BR-101,212.6,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,212.8,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,213.6,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,214.2,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,214.9,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,215.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,215.9,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,218.9,1,1,1.0,0.0,0.0,0.0,2.0,3.0,1.0
BR-101,219.2,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,219.6,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,221.0,1,0,0.0,0.0,0.0,0.0,4.0,8.0,0.0
BR-101,221.2,1,0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
BR-101,221.4,1,0,0.0,0.0,1.0,1.0,3.0,4.0,0.0
BR-101,222.2,1,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-101,222.7,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,223.4,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,223.6,1,0,0.0,0.0,1.0,1.0,2.0,5.0,0.0
BR-101,224.5,1,0,0.0,0.0,2.0,2.0,1.0,2.0,0.0
BR-101,224.7,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,226.0,1,0,0.0,0.0,2.0,2.0,3.0,3.0,0.0
BR-101,228.1,1,1,0.0,1.0,1.0,2.0,2.0,3.0,1.0
BR-101,228.6,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,228.8,1,0,0.0,0.0,2.0,2.0,4.0,6.0,0.0
BR-101,229.6,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,229.8,1,1,0.0,1.0,1.0,2.0,4.0,4.0,1.0
BR-101,230.0,1,0,0.0,0.0,1.0,1.0,5.0,4.0,0.0
BR-101,230.2,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,230.3,1,1,1.0,1.0,0.0,1.0,4.0,5.0,1.0
BR-101,230.4,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,230.9,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,231.1,1,0,0.0,0.0,1.0,1.0,3.0,4.0,0.0
BR-101,232.0,1,0,0.0,0.0,2.0,2.0,2.0,2.0,0.0
BR-101,232.1,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,232.2,1,0,0.0,0.0,3.0,3.0,2.0,5.0,0.0
BR-101,232.3,1,1,0.0,1.0,1.0,2.0,1.0,2.0,1.0
BR-101,232.7,1,0,0.0,0.0,2.0,2.0,4.0,4.0,0.0
BR-101,232.8,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,234.0,1,1,2.0,1.0,1.0,2.0,3.0,5.0,1.0
BR-101,235.8,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,236.2,1,0,0.0,0.0,2.0,2.0,2.0,3.0,0.0
BR-101,236.5,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,236.9,1,0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
BR-101,237.0,1,0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
BR-101,237.9,1,1,1.0,0.0,0.0,0.0,3.0,3.0,1.0
BR-101,238.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,238.5,1,1,0.0,1.0,0.0,1.0,3.0,3.0,1.0
BR-101,239.5,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,239.8,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,239.9,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,240.0,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,240.6,1,1,1.0,0.0,0.0,0.0,2.0,2.0,1.0
BR-101,241.4,1,1,0.0,1.0,0.0,1.0,2.0,2.0,1.0
BR-101,241.9,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,242.7,1,1,1.0,1.0,0.0,1.0,5.0,3.0,1.0
BR-101,245.0,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,245.3,1,0,0.0,0.0,3.0,3.0,2.0,4.0,0.0
BR-101,245.5,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,245.6,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,245.9,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,246.0,1,1,1.0,1.0,0.0,1.0,3.0,5.0,1.0
BR-101,247.9,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
BR-101,249.7,1,1,0.0,2.0,0.0,2.0,3.0,5.0,1.0
BR-101,249.8,1,1,0.0,1.0,1.0,2.0,3.0,5.0,1.0
BR-101,251.9,1,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
BR-101,252.3,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,252.9,1,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0
BR-101,253.0,1,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
BR-101,254.8,1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
BR-101,256.9,1,0,0.0,0.0,2.0,2.0,2.0,4.0,0.0
